1651363200000,0.01600000,0.01614200,0.01580200,0.01592500,21074890.22000000,1651366799999,335789.86244143,2967,9981834.69000000,159120.17303448,0
1651366800000,0.01594600,0.01624400,0.01552600,0.01565700,24083814.93000000,1651370399999,381651.46553554,2457,13233327.80000000,209860.22487877,0
1651370400000,0.01566500,0.01588100,0.01553100,0.01580100,11020337.76000000,1651373999999,172939.50137457,1162,6098961.16000000,95773.63956206,0
1651374000000,0.01580300,0.01581600,0.01551600,0.01555000,6051779.93000000,1651377599999,94646.92546785,384,2824264.15000000,44165.70391458,0
1651377600000,0.01554400,0.01574400,0.01552200,0.01568800,4530841.87000000,1651381199999,70783.49550484,344,2151590.53000000,33618.24304703,0
1651381200000,0.01566000,0.01571200,0.01536800,0.01554100,8717472.69000000,1651384799999,135015.24274440,665,3807995.29000000,58966.64448878,0
1651384800000,0.01554100,0.01567200,0.01541200,0.01567200,3979306.39000000,1651388399999,61845.70092333,276,2228120.68000000,34608.22571225,0
1651388400000,0.01566500,0.01574400,0.01561300,0.01569500,6981744.59000000,1651391999999,109575.22759812,921,3019677.33000000,47405.38170693,0
1651392000000,0.01569600,0.01571200,0.01555000,0.01557300,4127988.55000000,1651395599999,64451.13435865,244,1897154.13000000,29616.65890119,0
1651395600000,0.01556500,0.01580000,0.01555000,0.01561400,4975185.56000000,1651399199999,78067.02351918,459,2442991.25000000,38335.97876221,0
1651399200000,0.01563500,0.01568400,0.01551500,0.01561300,4790958.53000000,1651402799999,74722.83270139,640,2154800.11000000,33603.09870784,0
1651402800000,0.01559700,0.01574900,0.01558000,0.01572000,4960915.80000000,1651406399999,77823.93353724,1336,1635698.92000000,25640.74915573,0
1651406400000,0.01571600,0.01583100,0.01560900,0.01568300,7909666.15000000,1651409999999,124396.78469358,1972,2730934.04000000,42937.56242809,0
1651410000000,0.01568300,0.01573000,0.01560000,0.01570800,4751934.26000000,1651413599999,74454.93801397,524,2152238.94000000,33719.21002716,0
1651413600000,0.01572800,0.01575500,0.01558000,0.01562600,5781667.25000000,1651417199999,90591.13096540,598,2457156.87000000,38513.02947049,0
1651417200000,0.01562500,0.01567100,0.01491100,0.01506600,31383728.24000000,1651420799999,478359.24803843,2371,14921270.05000000,227370.51221315,0
1651420800000,0.01507000,0.01519200,0.01485700,0.01509100,18016381.16000000,1651424399999,270511.85037909,1492,7776563.80000000,116750.39530046,0
1651424400000,0.01509000,0.01523000,0.01497600,0.01521700,11984599.17000000,1651427999999,181325.58104886,2733,4166395.27000000,63021.69505617,0
1651428000000,0.01522500,0.01572500,0.01515000,0.01569000,18871981.25000000,1651431599999,291479.56283308,1559,9514236.83000000,147133.44168251,0
1651431600000,0.01571000,0.01588900,0.01557400,0.01580400,18560770.07000000,1651435199999,292575.87823737,1238,9929723.41000000,156577.55161971,0
1651435200000,0.01580400,0.01594000,0.01525300,0.01526700,14135281.04000000,1651438799999,221829.63711641,2197,6166891.05000000,96915.40950022,0
1651438800000,0.01526800,0.01555700,0.01507700,0.01527700,20658365.27000000,1651442399999,316132.03869365,2782,9671897.51000000,147901.97745364,0
1651442400000,0.01525700,0.01537000,0.01500000,0.01523700,28570275.16000000,1651445999999,435745.62805249,5350,12362133.38000000,188513.28076953,0
1651446000000,0.01522700,0.01531100,0.01495000,0.01509100,15251203.89000000,1651449599999,230558.84849018,1982,7302737.25000000,110404.20576235,0
1651449600000,0.01508800,0.01511900,0.01477900,0.01491500,16016781.38000000,1651453199999,238886.93425139,915,6360653.53000000,94851.06203129,0
1651453200000,0.01487300,0.01509100,0.01481400,0.01508000,7818004.63000000,1651456799999,117028.53547324,1493,3039605.44000000,45497.00196941,0
1651456800000,0.01508000,0.01521400,0.01494000,0.01496900,6940902.05000000,1651460399999,104781.57053223,545,3272401.45000000,49388.03559774,0
1651460400000,0.01495300,0.01495500,0.01485500,0.01490500,5632425.76000000,1651463999999,83962.19252546,344,2506486.05000000,37371.18780550,0
1651464000000,0.01489800,0.01499800,0.01440200,0.01456000,13198524.33000000,1651467599999,194023.59284571,1036,5134206.65000000,75474.59874539,0
1651467600000,0.01454100,0.01466100,0.01443300,0.01447300,11229375.38000000,1651471199999,163399.39198771,903,4763060.87000000,69368.55745772,0
1651471200000,0.01448100,0.01462400,0.01435200,0.01461700,11358736.01000000,1651474799999,164726.02233390,1732,4927054.90000000,71523.57606898,0
1651474800000,0.01462300,0.01472100,0.01448700,0.01465000,8895939.24000000,1651478399999,129608.36693631,1656,3313658.81000000,48319.42937274,0
1651478400000,0.01465700,0.01480500,0.01454000,0.01462400,12306083.16000000,1651481999999,180661.24627229,3015,4715253.32000000,69231.30820800,0
1651482000000,0.01462600,0.01478800,0.01446200,0.01478800,9684839.66000000,1651485599999,141760.84745758,1355,4580250.05000000,67077.77864185,0
1651485600000,0.01480000,0.01491800,0.01468800,0.01485100,13542393.14000000,1651489199999,200464.68520550,3142,5669694.23000000,83995.86112055,0
1651489200000,0.01483600,0.01509400,0.01478900,0.01506200,11544755.57000000,1651492799999,172547.25943044,1160,5776656.16000000,86356.74321649,0
1651492800000,0.01507100,0.01515100,0.01481100,0.01507600,14911868.71000000,1651496399999,223695.48255155,1528,6613692.48000000,99192.71274511,0
1651496400000,0.01508300,0.01534900,0.01440000,0.01460100,54057764.45000000,1651499999999,799952.35655998,4551,26343089.00000000,389947.87019135,0
1651500000000,0.01460400,0.01498000,0.01440800,0.01470900,32040591.44000000,1651503599999,469863.12344756,2711,15273013.43000000,224181.58805686,0
1651503600000,0.01468800,0.01489800,0.01459200,0.01482300,10293255.35000000,1651507199999,151953.65109210,598,4496024.57000000,66423.48378242,0
1651507200000,0.01483300,0.01499400,0.01461800,0.01497400,10260560.92000000,1651510799999,152311.79974624,530,5051310.57000000,74991.06829026,0
1651510800000,0.01498300,0.01533400,0.01490300,0.01514500,17969856.77000000,1651514399999,272022.41230383,1170,8783695.48000000,133067.40919866,0
1651514400000,0.01516200,0.01548500,0.01505200,0.01534200,17955711.97000000,1651517999999,275235.32396683,1640,9483520.87000000,145347.46752952,0
1651518000000,0.01531300,0.01536800,0.01489000,0.01497700,19700184.60000000,1651521599999,297679.13240454,2085,9668446.92000000,146233.43829988,0
1651521600000,0.01496500,0.01524500,0.01490600,0.01524200,6649551.35000000,1651525199999,100405.37641309,381,3882670.05000000,58681.81334796,0
1651525200000,0.01524200,0.01526800,0.01476600,0.01490000,9540664.28000000,1651528799999,143012.70842887,647,3767156.22000000,56407.82172515,0
1651528800000,0.01488100,0.01496500,0.01450000,0.01493700,9600720.17000000,1651532399999,141892.38118134,555,4038562.26000000,59742.86342076,0
1651532400000,0.01493500,0.01504300,0.01474500,0.01500300,4736000.96000000,1651535999999,70553.06910237,643,2147878.12000000,31984.89650980,0
1651536000000,0.01500200,0.01518600,0.01496500,0.01516300,6743308.08000000,1651539599999,101622.09974572,378,4026600.72000000,60669.58305971,0
1651539600000,0.01517500,0.01522100,0.01502700,0.01504600,5811672.78000000,1651543199999,88017.68274208,592,2706987.11000000,40989.53375736,0
1651543200000,0.01502900,0.01525700,0.01493800,0.01514900,6442828.00000000,1651546799999,97474.05042723,455,3201677.20000000,48490.25926304,0
1651546800000,0.01514900,0.01514900,0.01476500,0.01502400,7812072.35000000,1651550399999,116782.94385059,508,2999411.02000000,44888.04464447,0
1651550400000,0.01500200,0.01505600,0.01496000,0.01498800,2758736.33000000,1651553999999,41421.14052261,275,1057860.90000000,15886.43249101,0
1651554000000,0.01500000,0.01512500,0.01497300,0.01499200,5247445.26000000,1651557599999,78977.38009247,344,2138529.02000000,32214.13137431,0
1651557600000,0.01498600,0.01508100,0.01494000,0.01504600,4134790.64000000,1651561199999,62024.52853528,377,2127536.70000000,31915.87651496,0
1651561200000,0.01505000,0.01510300,0.01495700,0.01496100,4463154.39000000,1651564799999,67040.96970778,235,2621579.17000000,39388.09377808,0
1651564800000,0.01495800,0.01497800,0.01484800,0.01496400,5882702.81000000,1651568399999,87703.44490945,938,2697656.00000000,40234.27244819,0
1651568400000,0.01498000,0.01507700,0.01494400,0.01505100,4786194.81000000,1651571999999,71810.37327446,820,2691824.36000000,40398.04226010,0
1651572000000,0.01506200,0.01519200,0.01499900,0.01513800,5619337.01000000,1651575599999,84836.99511474,915,3193483.02000000,48216.90387281,0
1651575600000,0.01512800,0.01528800,0.01496200,0.01500000,9903340.75000000,1651579199999,149782.78605110,547,5361853.17000000,81179.55267225,0
1651579200000,0.01499300,0.01515700,0.01495000,0.01512600,15161953.72000000,1651582799999,228346.71168055,3793,7665585.72000000,115472.42505316,0
1651582800000,0.01511900,0.01541000,0.01508100,0.01519900,16774878.66000000,1651586399999,255809.12705413,1389,7389263.90000000,112754.04806591,0
1651586400000,0.01520000,0.01539500,0.01509700,0.01528400,14630377.99000000,1651589999999,223432.52960641,1439,6692701.29000000,102213.99310911,0
1651590000000,0.01531300,0.01535300,0.01510000,0.01521900,12921303.97000000,1651593599999,196222.72179450,3002,5268302.35000000,80055.51072561,0
1651593600000,0.01519800,0.01545000,0.01510200,0.01536300,14656390.45000000,1651597199999,224908.51675005,1993,9402179.11000000,144281.60569371,0
1651597200000,0.01538200,0.01549400,0.01523100,0.01549400,8206063.41000000,1651600799999,126150.72834788,937,4541001.29000000,69863.75721954,0
1651600800000,0.01550000,0.01602000,0.01550000,0.01581600,54210449.90000000,1651604399999,858202.36061524,6016,28038257.03000000,444101.17759647,0
1651604400000,0.01581700,0.01607800,0.01577500,0.01586400,20201200.19000000,1651607999999,321887.83288799,1989,9527441.63000000,151884.86521626,0
1651608000000,0.01585700,0.01607300,0.01570600,0.01575300,7934206.23000000,1651611599999,126413.40360344,709,3577924.00000000,57027.08448518,0
1651611600000,0.01577900,0.01595400,0.01546700,0.01578600,14866574.17000000,1651615199999,233978.83356775,1814,7638369.29000000,120113.15537303,0
1651615200000,0.01579300,0.01584200,0.01568100,0.01583800,5109376.97000000,1651618799999,80515.80196629,625,2656701.06000000,41848.35794449,0
1651618800000,0.01583800,0.01595000,0.01582300,0.01585100,5232038.94000000,1651622399999,83056.97147251,857,2877939.61000000,45669.00138806,0
1651622400000,0.01585700,0.01592800,0.01563500,0.01566200,10402089.35000000,1651625999999,163905.79903349,1457,5019471.43000000,79158.17712517,0
1651626000000,0.01566200,0.01569500,0.01556500,0.01569500,5615889.53000000,1651629599999,87771.80019661,1240,3176768.45000000,49629.69648335,0
1651629600000,0.01566900,0.01568100,0.01551300,0.01559500,4190609.74000000,1651633199999,65346.75402877,552,1896866.24000000,29596.75647116,0
1651633200000,0.01559600,0.01560000,0.01543800,0.01553000,4500265.67000000,1651636799999,69784.03456126,693,2304587.87000000,35730.23472094,0
1651636800000,0.01552800,0.01562200,0.01547500,0.01554200,5077137.83000000,1651640399999,79065.96106100,237,2641963.38000000,41155.80364076,0
1651640400000,0.01555300,0.01559200,0.01540300,0.01546100,4786876.29000000,1651643999999,74209.14063425,299,1991241.21000000,30883.74253247,0
1651644000000,0.01546000,0.01546000,0.01510100,0.01514200,14758368.68000000,1651647599999,224973.99160256,1083,6392515.52000000,97412.47257813,0
1651647600000,0.01513000,0.01525200,0.01478000,0.01485000,18335174.43000000,1651651199999,275522.98550361,2698,7270087.80000000,109407.51563958,0
1651651200000,0.01485000,0.01487300,0.01445700,0.01451100,40918052.54000000,1651654799999,599287.64437895,10463,16960698.74000000,248429.79159823,0
1651654800000,0.01451500,0.01469500,0.01440100,0.01461800,24511492.27000000,1651658399999,356950.63611335,6761,8750341.59000000,127480.89066915,0
1651658400000,0.01462000,0.01465400,0.01441900,0.01451200,17671130.37000000,1651661999999,256824.09657394,3688,6594162.81000000,95887.13028446,0
1651662000000,0.01450300,0.01463400,0.01441800,0.01449000,17389275.12000000,1651665599999,252322.89670857,4464,6456349.29000000,93692.15897280,0
1651665600000,0.01448000,0.01465200,0.01431600,0.01454300,25138945.29000000,1651669199999,364931.90892368,5692,9171915.70000000,133123.82870129,0
1651669200000,0.01454300,0.01481600,0.01440100,0.01479500,19203032.11000000,1651672799999,280246.35142580,3667,8338062.12000000,121789.50490189,0
1651672800000,0.01479500,0.01484700,0.01459000,0.01471400,24451577.85000000,1651676399999,359647.32159580,4580,9732109.22000000,143161.46665197,0
1651676400000,0.01472000,0.01478400,0.01440700,0.01447300,17341563.19000000,1651679999999,252829.54407200,2017,7969308.71000000,116109.20495302,0
1651680000000,0.01448300,0.01460000,0.01401000,0.01429000,34342420.48000000,1651683599999,490913.20449599,1935,15755848.43000000,225106.65841353,0
1651683600000,0.01427600,0.01467600,0.01423800,0.01448800,22558959.75000000,1651687199999,326884.87822352,1724,11074489.57000000,160397.07413594,0
1651687200000,0.01449100,0.01484300,0.01368800,0.01387300,87730737.50000000,1651690799999,1258120.77458760,5521,41949446.58000000,602373.17436479,0
1651690800000,0.01386000,0.01392800,0.01343900,0.01363200,64786408.05000000,1651694399999,885347.85214259,5559,27582864.31000000,376753.01744398,0
1651694400000,0.01364400,0.01371800,0.01354400,0.01364700,15827680.22000000,1651697999999,215568.29553430,913,7654770.35000000,104252.07553865,0
1651698000000,0.01364700,0.01375000,0.01358600,0.01374700,8829906.17000000,1651701599999,120654.93702402,599,4481760.56000000,61260.14147494,0
1651701600000,0.01373400,0.01379700,0.01368000,0.01379700,9742041.23000000,1651705199999,133821.76946364,708,3575825.27000000,49119.66237335,0
1651705200000,0.01379900,0.01385800,0.01369900,0.01372400,10207772.44000000,1651708799999,140636.25254709,704,5205065.72000000,71713.60786932,0
1651708800000,0.01372500,0.01386800,0.01367800,0.01375900,10519946.07000000,1651712399999,144735.43332457,527,5212188.75000000,71710.54482340,0
1651712400000,0.01377100,0.01382800,0.01372900,0.01382300,3958698.31000000,1651715999999,54536.64343165,258,1835525.06000000,25290.49593772,0
1651716000000,0.01382200,0.01383400,0.01363500,0.01363900,5689312.06000000,1651719599999,78105.33013365,374,1954495.53000000,26845.89686876,0
1651719600000,0.01364400,0.01375000,0.01364000,0.01369800,4424753.22000000,1651723199999,60607.21247676,269,2436278.77000000,33382.80879655,0
1651723200000,0.01369800,0.01376000,0.01365600,0.01367900,4248107.05000000,1651726799999,58239.35887640,221,1556324.55000000,21317.61892960,0
1651726800000,0.01367000,0.01384100,0.01358000,0.01382200,7338397.80000000,1651730399999,100691.49107522,597,3302901.58000000,45291.63621016,0
1651730400000,0.01382200,0.01392200,0.01372400,0.01392000,8426145.85000000,1651733999999,116578.85029122,459,5459465.91000000,75520.85425249,0
1651734000000,0.01392400,0.01394800,0.01380000,0.01384600,6355973.04000000,1651737599999,88227.25797484,552,2750266.44000000,38180.25506269,0
1651737600000,0.01386100,0.01399300,0.01380800,0.01392700,11393552.67000000,1651741199999,158627.18152392,1029,5292320.92000000,73654.15209544,0
1651741200000,0.01392700,0.01399900,0.01385200,0.01394600,7457800.15000000,1651744799999,103877.68858660,606,2585711.78000000,36041.64066878,0
1651744800000,0.01395500,0.01396000,0.01380000,0.01388800,7291383.52000000,1651748399999,101244.86031168,525,3316771.73000000,46059.35557676,0
1651748400000,0.01388700,0.01396100,0.01383800,0.01393600,4259330.65000000,1651751999999,59166.01906976,460,1938402.00000000,26928.68923443,0
1651752000000,0.01393600,0.01396300,0.01385100,0.01390600,5515194.28000000,1651755599999,76680.34526394,454,2667617.90000000,37106.07924928,0
1651755600000,0.01391800,0.01446000,0.01391800,0.01442500,28358607.90000000,1651759199999,402531.02100260,2454,14824395.85000000,210421.80365087,0
1651759200000,0.01442500,0.01529000,0.01435600,0.01519000,84502395.27000000,1651762799999,1253990.27276668,9222,43021250.40000000,638682.61746307,0
1651762800000,0.01520000,0.01693600,0.01517400,0.01656600,149019164.98000000,1651766399999,2415406.86287390,16680,87199763.34000000,1409918.13143692,0
1651766400000,0.01656900,0.01675900,0.01601100,0.01631400,66618961.22000000,1651769999999,1092627.15089358,12110,31229941.28000000,512581.14089109,0
1651770000000,0.01631300,0.01668100,0.01612200,0.01660300,29829234.35000000,1651773599999,490713.19381156,8454,14150192.95000000,232857.83364850,0
1651773600000,0.01660300,0.01757100,0.01660200,0.01720800,52108069.22000000,1651777199999,892326.70068745,5678,28642784.06000000,490103.33120721,0
1651777200000,0.01721400,0.01807600,0.01707300,0.01713100,77239177.63000000,1651780799999,1355717.35702745,5755,37745186.95000000,663360.29000845,0
1651780800000,0.01714000,0.01742000,0.01692200,0.01694400,22989897.54000000,1651784399999,395022.34430147,2720,10558599.13000000,181629.56890064,0
1651784400000,0.01694400,0.01710000,0.01673200,0.01699300,15489901.23000000,1651787999999,262367.49569392,2061,6480913.77000000,109802.66883463,0
