Date,Open,High,Low,Close,Volume
2022-11-02,0.029638,0.031081,0.028678,0.03076,130905364.49
2022-11-03,0.030732,0.031124,0.029959,0.030609,64997191.94
2022-11-04,0.030638,0.030719,0.02692,0.027475,161087771.37
2022-11-05,0.02745,0.02765,0.026348,0.026816,90500356.48
2022-11-06,0.026878,0.028108,0.026687,0.028042,60974402.82
2022-11-07,0.028048,0.029774,0.0275,0.029096,104407067.74
2022-11-08,0.02912,0.042627,0.028185,0.035862,397911247.19
2022-11-09,0.035928,0.04998,0.035655,0.047856,224882526.32
2022-11-10,0.047757,0.04878,0.038305,0.041255,141974563.02
2022-11-11,0.041213,0.0455,0.040855,0.04312,78916268.24
2022-11-12,0.043071,0.044612,0.042983,0.044011,31965118.08
2022-11-13,0.043986,0.047036,0.043321,0.046549,34373953.27
2022-11-14,0.046497,0.049153,0.041978,0.04506,77259976.01
2022-11-15,0.045025,0.045482,0.04237,0.043567,40394922.24
2022-11-16,0.043557,0.04619,0.04284,0.04463,36001032.82
2022-11-17,0.044643,0.046,0.044237,0.044667,22049420.55
2022-11-18,0.044667,0.045257,0.043,0.044522,19325334.74
2022-11-19,0.044617,0.0453,0.044,0.044516,10164247.19
2022-11-20,0.044452,0.047236,0.044204,0.046614,20857296.86
2022-11-21,0.046613,0.05112,0.046403,0.04948,44412734.0
2022-11-22,0.049402,0.050353,0.046602,0.047032,29632274.7
2022-11-23,0.047019,0.047495,0.04436,0.044827,27753584.44
2022-11-24,0.044823,0.04562,0.043711,0.044953,18555595.32
2022-11-25,0.044987,0.046239,0.0448,0.045319,12960929.99
2022-11-26,0.045385,0.046173,0.0445,0.045846,11712717.3
2022-11-27,0.045866,0.04599,0.044859,0.045811,8087515.7
2022-11-28,0.045794,0.048249,0.045488,0.047074,21730707.46
2022-11-29,0.047074,0.047683,0.044638,0.045794,16139536.29
2022-11-30,0.045795,0.045797,0.0415,0.041949,33664548.56
2022-12-01,0.04194,0.043477,0.04085,0.042938,18379921.42
2022-12-02,0.042915,0.044,0.042163,0.042171,14777519.57
2022-12-03,0.042143,0.043454,0.04188,0.043429,8444998.15
2022-12-04,0.043429,0.043449,0.0416,0.042088,12040150.18
2022-12-05,0.042197,0.043393,0.040516,0.04295,23266663.74
2022-12-06,0.042865,0.043261,0.042041,0.042331,13207871.74
2022-12-07,0.04233,0.044399,0.04212,0.043638,15046905.06
2022-12-08,0.043712,0.044164,0.041244,0.041659,17881529.4
2022-12-09,0.041659,0.04249,0.0408,0.042099,15139243.1
2022-12-10,0.04209,0.042203,0.041566,0.042061,6498609.87
2022-12-11,0.042109,0.042348,0.041369,0.04224,8094346.67
2022-12-12,0.042245,0.0434,0.041589,0.041814,17906296.99
2022-12-13,0.041734,0.042426,0.037,0.038653,49950856.23
2022-12-14,0.038653,0.039173,0.03553,0.038429,55505311.03
2022-12-15,0.038429,0.041028,0.0382,0.0407,31089171.01
2022-12-16,0.040658,0.04501,0.039857,0.044496,41049762.46
2022-12-17,0.044496,0.04486,0.043601,0.043762,17728005.41
2022-12-18,0.043723,0.0444,0.043401,0.043946,10230151.5
2022-12-19,0.043938,0.0466,0.043511,0.045661,15129256.04
2022-12-20,0.045698,0.045948,0.042365,0.043199,21887634.74
2022-12-21,0.04319,0.044,0.043067,0.043423,9355101.46
2022-12-22,0.043516,0.045,0.043293,0.043461,13355602.16
2022-12-23,0.043503,0.043955,0.043013,0.043859,11936068.88
2022-12-24,0.043855,0.043855,0.043348,0.043543,3298474.5
2022-12-25,0.043595,0.04413,0.04351,0.04351,6237816.5
2022-12-26,0.043504,0.043766,0.043002,0.043139,6225372.61
2022-12-27,0.043113,0.044814,0.042867,0.044235,10748239.24
2022-12-28,0.044256,0.045551,0.04378,0.045105,11655268.32
2022-12-29,0.04511,0.045514,0.044563,0.044602,6836325.31
2022-12-30,0.044655,0.046308,0.044563,0.045015,8948610.01
2022-12-31,0.045016,0.04565,0.044602,0.045271,5396471.4
2023-01-01,0.045298,0.04561,0.044819,0.044868,3912719.87
2023-01-02,0.044881,0.04525,0.044,0.04465,9308755.91
2023-01-03,0.044695,0.045,0.044,0.044579,6620156.33
2023-01-04,0.044579,0.04474,0.042634,0.043501,17295267.18
2023-01-05,0.04347,0.044128,0.043194,0.043747,7817734.02
2023-01-06,0.043747,0.044619,0.042338,0.042961,14658917.93
2023-01-07,0.042894,0.043353,0.042447,0.042947,5856085.31
2023-01-08,0.04298,0.043227,0.041233,0.041777,7014274.09
2023-01-09,0.041702,0.041889,0.039857,0.041248,25459660.73
2023-01-10,0.041248,0.041536,0.039137,0.039615,15953819.37
2023-01-11,0.039577,0.040252,0.035704,0.036134,24095451.47
2023-01-12,0.036108,0.036408,0.029459,0.030577,108902886.03
2023-01-13,0.030621,0.031126,0.02603,0.0263,105208338.69
2023-01-14,0.026298,0.02647,0.020592,0.022118,212702649.06
2023-01-15,0.022159,0.023175,0.0218,0.022348,67652990.03
2023-01-16,0.022376,0.022999,0.0207,0.02158,89788598.14
2023-01-17,0.021599,0.0224,0.0204,0.021682,63034341.94
2023-01-18,0.021663,0.0235,0.0204,0.022865,106046600.03
2023-01-19,0.022872,0.0229,0.021551,0.021856,53091668.45
2023-01-20,0.021868,0.02242,0.017806,0.018003,109088358.43
2023-01-21,0.018008,0.0185,0.0165,0.017671,169070332.29
2023-01-22,0.017691,0.018646,0.017029,0.017782,96303745.18
2023-01-23,0.017807,0.018263,0.01689,0.017406,80390415.64
2023-01-24,0.017429,0.018347,0.01691,0.018048,74690728.65
2023-01-25,0.018048,0.01865,0.015312,0.017051,127443996.68
2023-01-26,0.017049,0.01748,0.01657,0.017147,65567019.46
2023-01-27,0.017152,0.018186,0.016133,0.017091,81245650.2
2023-01-28,0.017075,0.0175,0.01682,0.017174,36694325.35
2023-01-29,0.017196,0.017285,0.015258,0.015681,129709783.59
2023-01-30,0.01568,0.0182,0.015561,0.0175,130336479.56
2023-01-31,0.017521,0.017748,0.016517,0.016894,66368741.4
2023-02-01,0.016919,0.017693,0.015505,0.015676,112025852.27
2023-02-02,0.015676,0.016099,0.014967,0.01594,108015381.13
2023-02-03,0.01593,0.016345,0.015708,0.01601,67611556.52
2023-02-04,0.016045,0.016251,0.01585,0.016189,30917291.63
2023-02-05,0.016187,0.016942,0.01605,0.016696,51447268.75
2023-02-06,0.01671,0.017129,0.016411,0.016997,49322469.06
2023-02-07,0.016997,0.016997,0.0162,0.016334,53955904.15
2023-02-08,0.016334,0.017086,0.016037,0.01672,49171649.67
2023-02-09,0.01672,0.018453,0.016639,0.01832,79463845.45
2023-02-10,0.0183,0.01883,0.018096,0.018583,50309273.86
2023-02-11,0.018573,0.01862,0.01814,0.018225,26276487.36
2023-02-12,0.018223,0.018559,0.017905,0.018358,33093566.58
2023-02-13,0.018404,0.018997,0.018201,0.01835,51182164.36
2023-02-14,0.018368,0.0187,0.0176,0.017738,67902392.33
2023-02-15,0.017739,0.018017,0.01455,0.01466,131648040.36
2023-02-16,0.01466,0.015546,0.013497,0.015468,207801803.46
2023-02-17,0.015509,0.015725,0.013668,0.01426,156098685.25
2023-02-18,0.01426,0.014431,0.013768,0.014176,52027972.34
2023-02-19,0.014176,0.01468,0.0135,0.014578,90610776.27
2023-02-20,0.014578,0.015105,0.013577,0.01388,101663474.6
2023-02-21,0.013897,0.014752,0.013313,0.014388,118320349.68
2023-02-22,0.014375,0.0155,0.014375,0.014714,104398707.86
2023-02-23,0.014714,0.015475,0.014183,0.015042,83213596.75
2023-02-24,0.015057,0.0165,0.014811,0.016033,89089191.99
2023-02-25,0.016036,0.01666,0.015992,0.016081,41208727.94
2023-02-26,0.016104,0.016235,0.015344,0.015519,50888923.95
2023-02-27,0.015519,0.016175,0.0151,0.015612,64950680.14
2023-02-28,0.015634,0.016263,0.015467,0.016133,50775947.89
2023-03-01,0.016112,0.016275,0.014902,0.015424,74116639.21
2023-03-02,0.015423,0.016023,0.0152,0.015675,46840314.28
2023-03-03,0.01567,0.017872,0.015664,0.017006,88872579.69
2023-03-04,0.017001,0.017272,0.016877,0.017022,23511083.51
2023-03-05,0.017007,0.017233,0.016524,0.01687,26587837.0
2023-03-06,0.01687,0.0171,0.01665,0.016938,25689513.58
2023-03-07,0.016932,0.017624,0.016718,0.017241,43295601.08
2023-03-08,0.01722,0.018191,0.017118,0.017982,46342540.9
2023-03-09,0.017981,0.0207,0.0178,0.020152,94530391.47
2023-03-10,0.020167,0.021506,0.02016,0.020483,100077818.65
2023-03-11,0.020475,0.0212,0.019562,0.019981,61162860.65
2023-03-12,0.019987,0.020296,0.016868,0.017272,89175900.02
2023-03-13,0.017272,0.017468,0.013305,0.013825,287826679.27
2023-03-14,0.013832,0.013983,0.011,0.012891,384574293.54
2023-03-15,0.012889,0.013754,0.012276,0.013346,231612999.03
2023-03-16,0.013346,0.013502,0.012401,0.012561,138253966.97
2023-03-17,0.012565,0.012718,0.009756,0.010058,408857312.65
2023-03-18,0.010054,0.01075,0.0098,0.010487,257693212.37
2023-03-19,0.010491,0.010537,0.00924,0.009579,271544320.21
2023-03-20,0.009573,0.010233,0.009176,0.009724,313276771.63
2023-03-21,0.009737,0.010074,0.00916,0.009439,226706339.01
2023-03-22,0.009442,0.010629,0.0088,0.010103,382474196.58
2023-03-23,0.010107,0.01022,0.00888,0.00927,271555754.56
2023-03-24,0.009272,0.010318,0.009205,0.009941,174852134.99
2023-03-25,0.009935,0.010186,0.00968,0.009942,117285354.85
2023-03-26,0.009955,0.00998,0.00935,0.009538,117313499.8
2023-03-27,0.009544,0.010745,0.009482,0.010219,187148408.45
2023-03-28,0.010219,0.010645,0.009841,0.010083,147495370.71
2023-03-29,0.01008,0.010122,0.0089,0.009172,242956547.62
2023-03-30,0.009172,0.009655,0.00848,0.009378,269908071.83
2023-03-31,0.009395,0.009804,0.008777,0.009052,215908461.38
2023-04-01,0.009052,0.009227,0.008748,0.009048,126638210.5
2023-04-02,0.009048,0.009529,0.00898,0.00926,150883573.26
2023-04-03,0.009267,0.01009,0.00892,0.0096,268943375.93
2023-04-04,0.009575,0.0097,0.00903,0.00925,160744187.65
2023-04-05,0.00925,0.009524,0.008736,0.009214,248686993.16
2023-04-06,0.009208,0.0096,0.009191,0.009331,120784875.83
2023-04-07,0.009332,0.009548,0.009257,0.009438,79190434.3
2023-04-08,0.009428,0.009487,0.009229,0.009405,70067197.89
2023-04-09,0.009405,0.009541,0.008869,0.009085,112882315.71
2023-04-10,0.009084,0.009197,0.007777,0.007943,318326709.72
2023-04-11,0.007944,0.007982,0.00721,0.00746,344401610.54
2023-04-12,0.007463,0.00782,0.007263,0.007668,246661836.27
2023-04-13,0.007669,0.007699,0.007213,0.007354,151636612.22
2023-04-14,0.007346,0.007624,0.006921,0.007308,270077608.08
2023-04-15,0.007308,0.007474,0.007211,0.007417,84894334.67
2023-04-16,0.007417,0.00753,0.007246,0.00741,81690368.33
2023-04-17,0.007411,0.008145,0.00741,0.00802,182030809.81
2023-04-18,0.008012,0.008262,0.007252,0.007337,214832047.35
2023-04-19,0.007345,0.00866,0.007328,0.008473,264045949.8
2023-04-20,0.008486,0.00918,0.008256,0.008954,206712525.23
2023-04-21,0.008955,0.00994,0.008833,0.009804,194941185.99
2023-04-22,0.009807,0.00995,0.0091,0.009295,125297010.92
2023-04-23,0.009293,0.009774,0.009293,0.00952,73577376.84
2023-04-24,0.00952,0.010133,0.00912,0.009586,122294202.25
2023-04-25,0.0096,0.009909,0.008751,0.008851,123792703.08
2023-04-26,0.008851,0.008891,0.00737,0.008077,459854756.77
2023-04-27,0.00808,0.008103,0.007426,0.007611,225156967.24
2023-04-28,0.007612,0.007864,0.007539,0.007687,137119590.48
2023-04-29,0.007682,0.007801,0.00761,0.00771,86834485.58
2023-04-30,0.007707,0.007779,0.007402,0.007716,151705785.23
2023-05-01,0.007711,0.008415,0.007653,0.008225,206500849.17
2023-05-02,0.008246,0.008331,0.007858,0.00796,157995254.7
2023-05-03,0.007961,0.00822,0.00769,0.007804,184009099.37
2023-05-04,0.007805,0.00795,0.0076,0.007872,140918602.71
2023-05-05,0.007868,0.007898,0.00746,0.00757,172064410.67
2023-05-06,0.00757,0.008091,0.00743,0.007854,165267967.57
2023-05-07,0.007855,0.008081,0.00772,0.008073,99299342.91
2023-05-08,0.008077,0.008625,0.007974,0.008431,196806342.67
2023-05-09,0.008432,0.008592,0.008334,0.008436,105791623.2
2023-05-10,0.008441,0.008915,0.008064,0.008482,162399868.17
2023-05-11,0.008485,0.008963,0.008453,0.008785,115887426.91
2023-05-12,0.008786,0.009428,0.00875,0.008875,167109270.41
2023-05-13,0.008875,0.008943,0.00877,0.00889,68752533.36
2023-05-14,0.008893,0.008995,0.008646,0.008827,63333114.01
2023-05-15,0.008831,0.008924,0.00843,0.00869,102149943.44
2023-05-16,0.008689,0.008845,0.008603,0.008743,81183196.69
2023-05-17,0.008743,0.009024,0.008501,0.00854,120464890.53
2023-05-18,0.00854,0.009147,0.00851,0.008875,112362418.1
2023-05-19,0.008875,0.008975,0.008681,0.008832,63317308.98
2023-05-20,0.008834,0.00888,0.008698,0.008721,39371765.25
2023-05-21,0.00872,0.008961,0.008625,0.008926,54934115.81
2023-05-22,0.008935,0.009077,0.008728,0.008866,59399703.92
