Date,Open,High,Low,Close,Volume
2022-11-07,1568.25,1608.04,1073.53,1221.49,9856350.1681
2022-11-14,1221.5,1291.2,1132.65,1142.21,3872561.5274
2022-11-21,1142.21,1235.66,1075.0,1193.88,3852198.0722
2022-11-28,1193.88,1309.77,1151.02,1279.41,3279474.5966
2022-12-05,1279.4,1305.11,1218.01,1263.01,2267254.9617
2022-12-12,1263.0,1352.72,1155.32,1183.06,3300225.297
2022-12-19,1183.06,1237.99,1150.51,1218.51,1978460.2941
2022-12-26,1218.52,1233.73,1181.06,1200.34,1565275.6649
2023-01-02,1200.33,1296.0,1193.0,1290.16,1874373.9047
2023-01-09,1290.15,1599.98,1285.44,1552.52,4219468.6884
2023-01-16,1552.52,1679.26,1501.39,1627.44,3509158.2566
2023-01-23,1627.43,1660.0,1518.0,1644.72,3426332.1614
2023-01-30,1644.73,1714.68,1535.0,1629.02,3234339.8978
2023-02-06,1629.01,1697.91,1490.0,1514.83,2973123.9347
2023-02-13,1514.82,1742.97,1461.93,1679.75,3974311.7909
2023-02-20,1679.74,1719.89,1557.33,1641.36,3113162.2863
2023-02-27,1641.37,1677.86,1544.39,1564.58,3002562.809
2023-03-06,1564.57,1594.19,1368.39,1580.33,5261721.2704
2023-03-13,1580.33,1841.36,1565.0,1780.68,6262787.8403
2023-03-20,1780.67,1857.16,1710.12,1773.88,4323928.0818
2023-03-27,1773.88,1847.28,1686.13,1794.51,3373183.9183
2023-04-03,1794.51,1942.98,1762.77,1858.92,2964842.5896
2023-04-10,1858.91,2141.54,1846.4,2118.67,3684963.8428
2023-04-17,2118.66,2125.0,1825.0,1862.0,3606341.1812
2023-04-24,1862.01,1964.72,1785.0,1870.09,3455930.7413
2023-05-01,1870.08,2019.0,1806.12,1870.4,3206970.9473
2023-05-08,1870.41,1887.47,1740.0,1799.21,3088278.6267
2023-05-15,1799.2,1846.7,1771.12,1804.91,1877652.6148
2023-05-22,1804.91,1918.65,1761.41,1908.64,2198755.7685
2023-05-29,1908.64,1927.62,1840.0,1890.01,1810516.8326
2023-06-05,1890.0,1898.29,1715.03,1752.76,2735840.9155
2023-06-12,1752.77,1770.13,1626.01,1720.95,2052207.1051
2023-06-19,1720.95,1936.42,1698.0,1898.8,2571304.7446
2023-06-26,1898.8,1959.2,1816.56,1937.48,2555824.0945
2023-07-03,1937.49,1976.16,1826.0,1862.8,1745434.2954
2023-07-10,1862.81,2029.11,1846.63,1922.11,2021480.9564
2023-07-17,1922.12,1936.18,1851.18,1888.73,1454848.7617
2023-07-24,1888.74,1890.86,1833.19,1861.79,1234833.0557
2023-07-31,1861.79,1879.74,1813.8,1830.28,1323802.4295
2023-08-07,1830.28,1876.51,1802.0,1840.73,1076853.3198
2023-08-14,1840.73,1856.5,1550.0,1685.24,2319472.4485
2023-08-21,1685.23,1702.11,1580.0,1658.33,1662375.1205
2023-08-28,1658.33,1745.84,1602.33,1635.84,1763401.206
2023-09-04,1635.84,1670.0,1600.0,1617.42,1308523.2053
2023-09-11,1617.42,1654.08,1531.01,1622.48,1646998.1296
2023-09-18,1622.48,1669.5,1567.77,1580.71,1263736.9807
2023-09-25,1580.71,1751.0,1563.01,1733.79,1522616.2518
2023-10-02,1733.8,1744.0,1606.73,1632.84,1508277.4331
2023-10-09,1632.85,1636.0,1521.0,1557.77,1491107.7151
2023-10-16,1557.78,1667.8,1541.61,1663.7,1768361.9508
2023-10-23,1663.69,1865.54,1657.07,1795.14,2612130.0596
2023-10-30,1795.14,1829.84,1777.77,1799.19,716731.2287
